timestamp,net_sentiment_percent,compound_score,category,total_posts
2026-01-06T20:32:49Z,10.0371,0.1004,neutral,9628
2026-01-06T21:03:00Z,10.1390,0.1014,neutral,9636
2026-01-06T21:32:49Z,10.0622,0.1006,neutral,9606
2026-01-06T22:02:50Z,9.8546,0.0985,neutral,9601
2026-01-06T22:32:49Z,9.4693,0.0947,neutral,9647
2026-01-06T23:02:44Z,9.4100,0.0941,neutral,9658
2026-01-06T23:32:52Z,8.8593,0.0886,neutral,9618
2026-01-07T00:02:49Z,8.8789,0.0888,neutral,9634
2026-01-07T00:32:55Z,8.7502,0.0875,neutral,9609
2026-01-07T01:01:55Z,8.2084,0.0821,neutral,819
2026-01-07T01:31:55Z,7.6478,0.0765,neutral,820
2026-01-07T02:02:50Z,8.8473,0.0885,neutral,9659
2026-01-07T02:32:51Z,9.3469,0.0935,neutral,9646
2026-01-07T03:02:51Z,10.4381,0.1044,neutral,9561
2026-01-07T03:32:49Z,8.8383,0.0884,neutral,9563
2026-01-07T04:02:56Z,9.3935,0.0939,neutral,9554
2026-01-07T04:32:51Z,8.9089,0.0891,neutral,9580
2026-01-07T05:01:57Z,6.9012,0.0690,neutral,1243
2026-01-07T05:31:47Z,6.9187,0.0692,neutral,286
2026-01-07T06:02:49Z,10.2097,0.1021,neutral,9520
2026-01-07T06:32:58Z,8.6104,0.0861,neutral,9577
2026-01-07T07:02:59Z,9.5526,0.0955,neutral,9549
2026-01-07T07:32:56Z,10.3879,0.1039,neutral,9534
2026-01-07T08:02:53Z,9.1130,0.0911,neutral,9484
2026-01-07T08:32:21Z,8.7354,0.0874,neutral,4502
2026-01-07T09:02:53Z,10.8540,0.1085,neutral,9626
2026-01-07T09:32:17Z,11.1407,0.1114,neutral,4574
2026-01-07T10:02:20Z,9.8393,0.0984,neutral,4529
2026-01-07T10:32:51Z,11.8700,0.1187,neutral,9642
2026-01-07T11:02:57Z,10.7579,0.1076,neutral,9631
2026-01-07T11:33:03Z,10.2543,0.1025,neutral,9582
2026-01-07T12:02:56Z,10.0958,0.1010,neutral,9624
2026-01-07T12:32:52Z,9.8431,0.0984,neutral,9637
2026-01-07T13:02:34Z,9.6135,0.0961,neutral,6706
2026-01-07T13:32:56Z,10.1335,0.1013,neutral,9600
2026-01-07T14:03:09Z,10.1245,0.1012,neutral,9625
2026-01-07T14:32:50Z,9.9561,0.0996,neutral,7695
2026-01-07T15:02:27Z,9.7511,0.0975,neutral,1922
2026-01-07T15:32:16Z,9.8243,0.0982,neutral,3435
2026-01-07T16:03:02Z,9.8223,0.0982,neutral,9607
2026-01-07T16:32:12Z,10.1688,0.1017,neutral,3535
2026-01-07T17:02:10Z,9.2247,0.0922,neutral,2083
2026-01-07T17:32:15Z,8.4130,0.0841,neutral,3022
2026-01-07T18:03:05Z,5.6288,0.0563,neutral,9579
2026-01-07T18:32:56Z,1.5413,0.0154,neutral,9565
2026-01-07T19:02:55Z,1.5188,0.0152,neutral,9462
2026-01-07T19:33:05Z,3.0018,0.0300,neutral,9554
2026-01-07T20:02:48Z,3.4389,0.0344,neutral,9582
2026-01-07T20:32:49Z,3.9454,0.0395,neutral,9500
2026-01-07T21:02:46Z,3.1436,0.0314,neutral,9507
2026-01-07T21:32:48Z,2.3533,0.0235,neutral,9525
2026-01-07T22:02:56Z,2.2505,0.0225,neutral,9607
2026-01-07T22:32:49Z,2.7691,0.0277,neutral,9468
2026-01-07T23:02:49Z,1.6656,0.0167,neutral,9514
2026-01-07T23:32:50Z,2.4979,0.0250,neutral,9420
2026-01-08T00:02:51Z,1.0205,0.0102,neutral,9396
2026-01-08T00:32:50Z,2.6365,0.0264,neutral,9469
2026-01-08T01:02:46Z,2.1006,0.0210,neutral,9334
2026-01-08T01:32:51Z,3.2838,0.0328,neutral,9461
2026-01-08T02:02:46Z,3.6920,0.0369,neutral,9408
2026-01-08T02:32:48Z,4.3831,0.0438,neutral,9527
2026-01-08T03:02:46Z,4.8611,0.0486,neutral,9372
2026-01-08T03:32:42Z,4.9132,0.0491,neutral,9568
2026-01-08T04:02:46Z,3.3604,0.0336,neutral,9523
2026-01-08T04:32:48Z,4.0060,0.0401,neutral,9568
2026-01-08T05:02:49Z,5.1716,0.0517,neutral,9597
2026-01-08T05:32:46Z,5.5843,0.0558,neutral,9582
2026-01-08T06:02:46Z,6.6600,0.0666,neutral,9569
2026-01-08T06:32:48Z,5.9026,0.0590,neutral,9606
2026-01-08T07:02:48Z,6.0675,0.0607,neutral,9640
2026-01-08T07:32:49Z,7.6025,0.0760,neutral,9629
2026-01-08T08:02:58Z,6.9896,0.0699,neutral,9618
2026-01-08T08:32:15Z,8.8094,0.0881,neutral,3822
2026-01-08T09:02:51Z,7.9422,0.0794,neutral,9660
2026-01-08T09:32:51Z,9.0901,0.0909,neutral,9638
2026-01-08T10:02:48Z,9.0513,0.0905,neutral,9669
2026-01-08T10:32:48Z,7.7061,0.0771,neutral,9604
2026-01-08T11:02:53Z,7.6398,0.0764,neutral,9653
2026-01-08T11:32:48Z,7.5934,0.0759,neutral,9509
2026-01-08T12:03:00Z,8.1620,0.0816,neutral,9625
2026-01-08T12:32:56Z,7.2305,0.0723,neutral,6949
2026-01-08T13:03:04Z,6.5876,0.0659,neutral,9529
2026-01-08T13:32:18Z,5.6536,0.0565,neutral,4451
2026-01-08T14:02:53Z,5.9569,0.0596,neutral,9532
2026-01-08T14:32:49Z,5.4636,0.0546,neutral,9566
2026-01-08T15:02:52Z,4.4755,0.0448,neutral,9421
2026-01-08T15:32:54Z,4.8456,0.0485,neutral,9470
2026-01-08T16:02:49Z,4.9771,0.0498,neutral,9540
2026-01-08T16:32:47Z,5.3262,0.0533,neutral,9499
2026-01-08T17:01:49Z,5.7224,0.0572,neutral,368
